0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.3807348452151429,0.7238058509120044,0.3221893262459786,0.9652239563946082,0.7403466337926475,0.4581979924321302,0.20755226826609874,0.0029166072187428727,0.784264848368576,0.2331682930880199,0.015461693608692761,0.34447884942308726,0.17027339074395786,0.04904776563115498,0.2350262393244693,0.31255899474578097,0.717166718931488,0.16822204457615242,0.020490361383498912,0.08399530626623619
0.14281909414057103,0.32268643200270086,0.45273729855202816,0.23089747330863086,0.21767088734510776,0.8083768831851811,0.1747949044712136,0.6390132503002149,0.5889217328523966,0.6819230752674429,0.3128092611890235,0.06140937000675628,0.4582880715942166,0.5137017714588449,0.08191434435214529,0.9731576326301973,0.2951818004700274,0.26055566450452683,0.9094119962835562,0.4189110412101573
0.13204887684963185,0.7019654599218196,0.113395310834712,0.5808682593437217,0.2892520877586199,0.6984487771390768,0.44352495069826614,0.9032129594801469,0.7899271236119348,0.6590619587914706,0.26921546211209635,0.049159765380843656,0.2146707755906464,0.6210421243081606,0.9409059641483916,0.3783618717338805,0.30469939982734984,0.06239865214830487,0.7916719484783068,0.15479029548941026
0.3632039195136634,0.42123536143494533,0.5884930255497721,0.08419142306609295,0.8189824856764987,0.2547472980154952,0.480080352219143,0.5238043089437152,0.7664524130746802,0.34489255839591904,0.3211927406707178,0.9584276665133176,0.8867456816315918,0.979097676012543,0.7054568376710763,0.8039231995281516,0.07507003493822961,0.07086628340476497,0.5239101666742118,0.5310531116373528
0.9737503618668247,0.058219310267222824,0.5558943019749631,0.3921753346009218,0.9401914951252892,0.61151919443622,0.2864290808988912,0.9856071889571846,0.5830625988498456,0.749044461914694,0.6777039463724179,0.8110543606705807,0.8793914839207435,0.9038420948641802,0.4434942490679904,0.9440507016381963,0.6603137211743269,0.9348565774461893,0.364901970429771,0.8412622377546737
0.3083541753650402,0.2763761773959813,0.7449398781592954,0.9105711427285927,0.5454936310691827,0.8316502617802144,0.010320541408824102,0.8999098861995769,0.42778918495883045,0.814817703077865,0.5754809233527862,0.998715939950859,0.522562061278979,0.13948568193084354,0.24792168118233937,0.30021141652905314,0.7305527786599404,0.20550207297724832,0.17693840229135616,0.5178373196935403
0.428132554996442,0.472361398767732,0.89779574531767,0.5373406317283914,0.36639716763263963,0.18935081150170652,0.5788559084651703,0.6006301582893468,0.28233182347898156,0.6351719131699691,0.8066050877177384,0.9761468325855637,0.6752163546419967,0.5945635633681982,0.3154669554129049,0.7397142070217455,0.4269968549147929,0.7860433192081612,0.997819358520061,0.11535473627897797
0.9042952657352112,0.39855550400520445,0.2503011745040107,0.28302026618843956,0.048891827038111346,0.003318293998053834,0.12083060786712996,0.5733922997399901,0.7329197819853056,0.7202664538905674,0.9189116872270423,0.07962819936086385,0.19816344007541475,0.9684576027086561,0.3965455792250423,0.5236488439931664,0.6674529462671481,0.8481588380634973,0.10478743926871148,0.5948207598838352
0.5705726900611321,0.18107043334683748,0.555506032017035,0.8007632371937152,0.6647961959612996,0.048104186243606906,0.023766837457321444,0.5041191247449719,0.28183037496395213,0.1870408829959399,0.9850918656677436,0.3556398118381643,0.41945814027541317,0.013280803397287322,0.3992341669691053,0.7043488964704859,0.14144088952495815,0.9921176706234812,0.37318771573351683,0.33259974632224176
0.5222240770114019,0.7972346897790485,0.7128983408931547,0.8509166208289926,0.6955545255599943,0.9918995158853133,0.06545795608258143,0.025936137409859006,0.6353186386586572,0.8022075373067463,0.7138634439701027,0.48556055077757954,0.07066527950761914,0.7152637562540137,0.31083622884092255,0.354510796180729,0.570098834530065,0.7856120003614387,0.015249016844073093,0.5609726230971894
