0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1425.5485351691905,1428.8946690881678,1429.7858328785671,1418.2177155791487,1422.8919371142308,1425.046519933453,1410.383849510109,1419.9520131462107,1422.316289773094,1411.8198886524112,1417.1004134254672,1427.9606886435804,1414.613301423771,1424.2635919257036,1413.9724755650366,1418.7989245383092,1428.9775525673467,1421.7487246553064,1412.0121859589672,1425.4868272958724
1429.7729901122048,1418.3243620960004,1421.3554739524939,1410.9814573146175,1427.5665068226826,1411.3122323272898,1414.7561424200956,1416.4804236371824,1425.3231580364263,1416.1457434104534,1410.7464405114486,1410.469802776074,1423.3716985733226,1417.6544644800776,1422.3855301191034,1429.1123065236961,1418.399085778531,1428.5532046578185,1417.4651415264436,1414.570471679539
1410.1729713012307,1427.4827482844485,1426.1023638698944,1411.4323080323586,1427.7006338941305,1425.7568799573512,1417.598593081165,1414.2434316070362,1415.4968969462134,1421.029319471245,1415.7838873455091,1413.2858871834082,1413.1767662782754,1412.9215852852733,1412.5608375633233,1418.7363216083872,1422.8192686432444,1423.2448501895083,1427.9462017578642,1425.1838030524987
1421.3719544231842,1426.1037681246162,1428.0472160055688,1422.8014919455316,1428.663532901284,1412.8558211948841,1428.6491979879384,1413.5720680508716,1410.4180278485453,1413.0059769655393,1410.316856072984,1411.7687887335528,1418.269883886996,1425.1664113150891,1426.682332963321,1419.2507329045618,1418.2584504565586,1418.8992134587518,1425.5483308904345,1421.698623835158
1418.4283016685908,1422.3176456561876,1422.1530531987944,1428.9416064936077,1416.9728066305743,1412.8788593460881,1422.5927923161191,1426.7763875645867,1412.364078564209,1417.1971998129927,1415.9845339620208,1418.8699213809537,1421.2224878962306,1413.3986983945322,1415.4260120596596,1411.332148507082,1423.0891615402795,1425.6537232814449,1429.3876288668562,1416.1007546816531
1420.7190257326652,1410.434996790952,1411.5768667570915,1413.9706487267074,1414.6829381275359,1428.5058851292686,1426.420753723406,1420.8628268940547,1410.836492558715,1420.947635454964,1417.3366251856532,1428.0778188640777,1413.6576356514793,1420.9360469283051,1423.6745614002714,1417.5156423729559,1422.9546863755704,1426.447400960811,1426.50133987158,1424.299087120401
1412.898267341913,1426.826712335763,1411.681322468251,1411.63002959267,1420.6014878040692,1426.2189947282704,1415.4797103167807,1410.09004139858,1411.2365103465447,1421.4594608251723,1417.3191201859918,1429.4562522677259,1424.8482930462342,1418.4217183199944,1421.70253736442,1419.8238632750486,1429.2825792699973,1429.788102665773,1412.3938849199806,1419.8802806949507
1421.9894382064747,1416.7453574061626,1414.291759738609,1428.2454470667299,1429.6774575555883,1410.8592000363258,1425.922940647681,1425.9910237256931,1420.26948389349,1417.6001000310516,1427.6481532712191,1411.3132910474728,1412.7943408809247,1426.579327942179,1420.6729910854463,1411.9559406229966,1414.4303278490918,1424.4529240334894,1410.4701216409019,1426.9669906622805
1423.0087639713017,1429.9035086091612,1426.9613559215775,1427.5317224405455,1429.7128922830036,1425.17171274601,1414.7334070638283,1422.5621953623536,1427.6221280253285,1410.071989575521,1413.9851943141446,1412.0626859212052,1410.3173515286774,1425.4426671825054,1417.9476467542722,1416.580225842393,1419.7742275701642,1427.787151477677,1422.3342048070865,1419.5934507349282
1427.5748971893308,1422.8481860975487,1427.5985148509485,1420.5571905017066,1416.0571838432954,1411.736210863959,1424.3846718232446,1417.3125125291049,1419.992128965214,1416.844966363796,1413.2032786493228,1414.3996397348938,1410.210544740623,1420.8466665020128,1410.0032137574453,1419.1342888403306,1415.3676379184353,1429.8093820113886,1421.383475448454,1425.3630383777133
